id,ai,am_nhac,an_ninh_mang,app,bac_si,bai_hat,bau_cu,benh_vien,bien_chung,blockchain,bo_truong,bong_da,bong_ro,ca_si,cau_thu,cham_soc,chinh_phu,chinh_sach,chu_tich,chuong_trinh,co_phieu,concert,cong_dong,cong_nghe,dai_bieu,dai_hoc,dang,dao_dien,dao_tao,dau_tu,dich_benh,diem_chuan,dien_thoai,dien_vien,dinh_duong,doanh_nghiep,doi_tuyen,du_lieu,gameshow,gdp,gia_vang,giai_dau,giao_duc,giao_vien,ha_noi,hiep_dinh,hlv,hoat_dong,hoc_bong,hoc_phi,hoc_sinh,hoc_tap,hoi_nghi,huy_chuong,idol,internet,khong_khi,khung_hoang,kinh_doanh,lai_suat,lam_phat,lanh_dao,liveshow,luat,mang_5g,may_tinh,mon_hoc,mv,nam_hoc,ngan_hang,nghe_si,nghi_quyet,ngoai_giao,nguoi_dan,nhap_khau,nhiem,olympic,phan_mem,phat_trien,phau_thuat,phim,quoc_hoi,quoc_te,robot,san_khau,startup,suc_khoe,tang_truong,tennis,thanh_nien,the_thao,the_van_hoi,thi,thi_truong,thiet_bi,thong_minh,thong_tin,thu_hut,thu_khoa,thu_tuong,thuc_hien,thuoc,thuong_mai,tiem_chung,tot_nghiep,tphcm,tran_dau,trien_khai,truong_hoc,truyen_hinh,ung_thu,v_league,vaccine,van_de,viet_nam,vo_dich,world_cup,xa_hoi,xuat_khau,y_te,doc_length,category
472,0.0,7.0,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,5.0,2.0,,0.0,0.0,0.0,0.0,3.0,7.0,15.0,9.0,2.0,,2.0,0.0,7.0,14.0,9.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,1.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,199,Education
473,6.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,5.0,3.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,6.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,4.0,0.0,11.0,3.0,10.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,,8.0,5.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,7.0,1.0,0.0,216,Technology
474,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0,0.0,8.0,0.0,3.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,6.0,12.0,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,Education
475,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,2.0,5.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,14.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,6.0,3.0,0.0,0.0,0.0,180,Sports
476,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0,2.0,0.0,0.0,9.0,3.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,,0.0,,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,194,Politics
477,0.0,3.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,,0.0,9.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,,6.0,1.0,0.0,10.0,2.0,0.0,,,14.0,,,,0.0,0.0,1.0,,4.0,4.0,10.0,8.0,2.0,2.0,0.0,7.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,4.0,1.0,3.0,,0.0,4.0,0.0,6.0,0.0,0.0,7.0,0.0,5.0,0.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,,9.0,0.0,12.0,0.0,0.0,1.0,0.0,3.0,4.0,9.0,0.0,6.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,,0.0,3.0,10.0,5.0,0.0,2.0,5.0,0.0,0.0,269,Sports
478,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,7.0,0.0,,0.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,12.0,2.0,2.0,0.0,8.0,9.0,,0.0,,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,198,Education
479,4.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,6.0,0.0,,0.0,9.0,5.0,0.0,3.0,0.0,4.0,0.0,2.0,4.0,0.0,5.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,152,Technology
480,0.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,137,Health
481,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,147,Entertainment
482,0.0,0.0,0.0,6.0,3.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,5.0,0.0,,3.0,0.0,2.0,2.0,9.0,2.0,2.0,,11.0,,0.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,,1.0,2.0,0.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,8.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,8.0,0.0,11.0,0.0,,0.0,10.0,0.0,0.0,13.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,231,Business
483,1.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,,1.0,0.0,0.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,5.0,3.0,0.0,5.0,,9.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,160,Entertainment
484,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,5.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,,9.0,0.0,1.0,0.0,7.0,0.0,,160,Business
485,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,,0.0,3.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,174,Politics
486,8.0,0.0,13.0,14.0,1.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,184,Politics
487,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,,0.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,172,Technology
488,1.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,,0.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,,4.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,11.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,10.0,,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,3.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,3.0,,5.0,0.0,0.0,0.0,3.0,0.0,0.0,157,Sports
489,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,7.0,1.0,0.0,0.0,,12.0,3.0,0.0,9.0,0.0,1.0,,0.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,15.0,6.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,4.0,1.0,,0.0,177,Education
490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,3.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,7.0,2.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,0.0,11.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,,0.0,0.0,185,Sports
491,0.0,0.0,1.0,,0.0,0.0,,0.0,,,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,6.0,,0.0,0.0,8.0,0.0,13.0,,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,3.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,188,Politics
492,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,9.0,1.0,0.0,9.0,0.0,0.0,4.0,1.0,1.0,0.0,,0.0,0.0,0.0,8.0,3.0,0.0,2.0,5.0,4.0,3.0,193,Politics
493,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,9.0,0.0,2.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,9.0,1.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,1.0,14.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,0.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,,0.0,0.0,0.0,0.0,170,Health
494,0.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,3.0,3.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,0.0,12.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,146,Health
495,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,,0.0,0.0,9.0,,0.0,,0.0,0.0,,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,,10.0,0.0,6.0,186,Health
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,2.0,,6.0,10.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,8.0,0.0,139,Business
497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,1.0,,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,,0.0,0.0,13.0,,0.0,0.0,0.0,,0.0,8.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,12.0,0.0,148,Business
498,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,8.0,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,11.0,9.0,,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,6.0,,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,,3.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,8.0,5.0,0.0,208,Business
499,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,9.0,10.0,0.0,0.0,,0.0,2.0,0.0,3.0,10.0,5.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,,0.0,0.0,3.0,0.0,6.0,12.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,,1.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,201,Technology
